/dev/nvme0n1p2,19G,11G,7.2G,60,/,2025-10-24 20:15:03,172.16.248.129,vmone
/dev/nvme0n1p1,952M,6.6M,945M,1,/boot/efi,2025-10-24 20:05:10,172.16.248.129,vmone
